 9 17 22 29 33 35 40       
 3 10 16 19 22 24 30       
 6  8 12 22 40 43 47       
 4 20 29 34 35 43 47       
 2  9 23 24 30 39 44       
22 23 26 28 34 43 45       
 2 11 20 23 27 30 43       
 1  8 13 26 28 38 43       
 1  6 18 24 31 37 39       
 2 10 16 30 37 47 49       
 1  2 15 34 38 40 42       
 1 23 31 37 41 42 47       
 2  9 11 13 17 24 29       
 4  5 10 16 31 39 43       
 5  6 24 26 40 43 45       
 4  5  9 32 46 47 49       
10 16 30 37 43 46 49       
 1 23 29 30 31 32 46       
 8  9 12 27 31 41 49       
 2  9 10 19 20 22 46       
 8 13 31 36 38 41 48       
 1  2  9 14 28 37 39       
 7 14 22 29 32 37 45       
 8  9 13 30 33 35 38       
 6  8 12 20 31 35 47       
21 22 36 43 44 45 47       
 6  9 15 25 27 37 39       
 1  4 21 31 36 38 49       
 7 14 16 24 28 42 44       
 2  4  8 20 24 31 40       
 7 14 18 23 25 39 49       
 2 22 28 34 35 40 43       
 5  8 20 23 34 36 45       
10 21 37 40 43 44 46       
22 34 35 40 41 43 46       
 7 14 26 39 43 44 49       
 4 17 33 35 38 40 41       
 3  6 18 25 35 47 48       
12 16 23 31 32 34 47       
 4  6 11 18 21 32 37       
 3  6 11 19 20 38 41       
 2  3 15 18 21 32 48       
14 17 21 25 31 43 44       
 1 22 24 26 41 42 43       
 6 21 25 31 39 42 49       
 2  3  7 32 41 42 46       
 4 10 12 23 25 26 28       
 2  3 15 20 23 24 36       
 9 14 21 24 28 29 40       
15 19 28 29 39 44 45       
28 32 40 43 44 45 48       
10 12 16 21 23 29 46       
14 15 25 35 37 41 46       
20 22 27 30 34 40 46       
 6 11 16 17 30 41 44       
17 28 29 34 41 44 45       
10 13 18 30 36 39 44       
15 17 24 28 38 41 45       
13 22 27 31 35 40 45       
 4  6 10 14 18 29 36       
23 32 34 37 41 43 47       
12 18 19 24 28 30 33       
 4 11 24 31 43 45 49       
 1 10 22 31 32 33 42       
 7  8 18 19 24 26 38       
 1  9 12 16 19 47 48       
 5 11 14 15 22 34 49       
15 28 31 37 41 42 44       
 7 12 17 22 23 46 47       
 3  4 19 23 31 35 36       
 1  2 20 25 35 36 49       
 2 15 20 27 31 36 41       
 1 14 22 29 32 39 40       
 2  7 13 15 18 39 48       
 9 14 21 33 41 45 46       
 3  6  8 27 31 37 40       
 5 21 25 29 41 47 49       
 3 27 36 37 38 42 47       
 1  4 10 11 13 35 46       
10 11 13 16 40 44 46       
 3 19 29 30 40 46 49       
 8  9 10 15 22 33 34       
10 23 28 31 37 42 43       
 2  7 14 17 30 31 40       
 8 29 36 41 47 48 49       
 1  3  5 22 32 41 49       
 9 17 27 28 32 43 46       
 1 10 11 22 39 42 44       
 8 12 14 26 35 43 44       
 1  8  9 16 26 29 33       
 7  8 14 16 23 25 33       
 4  5 18 24 35 36 45       
 2 13 17 25 30 43 46       
10 14 20 36 39 41 45       
 6  9 14 18 26 30 44       
11 14 16 20 26 30 46       
 7 13 19 24 25 27 35       
 3  4  7 14 30 43 49       
 2 11 20 38 42 45 47       
 1  3 22 29 41 44 48       
 1  4 13 17 21 44 47       
 1  3  8  9 17 19 45       
26 29 32 33 35 36 43       
12 14 17 24 32 34 35       
 7 11 16 24 40 47 49       
 4 19 25 27 30 31 42       
18 22 32 35 36 45 48       
13 22 23 25 26 31 40       
 6 13 26 34 36 44 48       
 2  4 16 28 29 39 41       
 2  8 10 14 35 45 49       
 9 11 13 25 31 41 44       
 7  8 17 32 35 36 43       
 5 12 25 37 39 41 46       
 5  8 11 25 33 42 48       
 8  9 16 20 23 38 48       
 8 12 13 18 33 42 45       
 2  5 13 22 31 38 40       
 5 16 27 32 33 39 42       
 2  4 10 18 28 32 44       
 1  2 15 22 40 46 49       
 3 14 26 30 36 45 46       
 6  7 18 31 34 37 44       
 9 17 21 31 42 46 47       
 1 17 28 30 31 40 45       
15 21 24 28 36 41 45       
 6  7 17 22 24 28 38       
12 14 18 21 22 33 46       
 4  6 14 20 22 34 49       
 4  7  8 10 14 25 33       
 2  7 17 18 22 31 45       
 1  8  9 25 31 40 47       
 6 18 29 34 35 38 44       
19 20 28 32 34 36 46       
 1  8 12 29 40 43 47       
 2  8 12 27 28 47 48       
 3 17 22 28 29 38 47       
 1  3  5 17 34 35 49       
 3 12 14 16 18 26 31       
11 12 23 26 35 38 41       
